name,identifier,site,created,region,evento,data,corrente
"provincia-di-foggia","p_fg","https://www.opendata.maggioli.cloud/organizzation/provincia-di-foggia","2025-02-13T16:36:26.700827","16",ingresso,2025-09-29,1
"provincia-di-isernia","p_is","https://www.provincia.isernia.it","2025-03-25T13:25:15.335726","14",ingresso,2025-09-29,1
"provincia-di-novara","p_no","https://www.opendata.maggioli.cloud/organization/provincia-di-novara","2024-11-20T12:23:37.817154","01",ingresso,2025-09-29,1
"provincia-di-padova","p_pd","https://www.provincia.padova.it","2025-02-06T10:48:03.748623","05",ingresso,2025-09-29,1
"provincia-di-parma","p_pr","https://www.provincia.parma.it/","2025-02-13T16:35:26.066601","08",ingresso,2025-09-29,1
"provincia-di-rovigo","p_RO","https://www.provincia.rovigo.it","2024-11-29T12:10:44.118275","05",ingresso,2025-09-29,1
"provincia-di-verona","p_vr","","2025-02-07T10:23:04.452323","05",ingresso,2025-09-29,1
"regione-basilicata","r_basili","https://dati.regione.basilicata.it/","2024-03-08T21:31:41.383548","17",ingresso,2025-09-29,1
"regione-calabria","regcal","https://dati.regione.calabria.it/","2024-03-08T21:32:58.809241","18",ingresso,2025-09-29,1
"regione-campania","r_campan","https://dati.regione.campania.it","2024-03-08T21:34:15.895928","15",ingresso,2025-09-29,1
"regione-emilia-romagna","r_emiro","https://dati.emilia-romagna.it/","2024-03-08T21:35:32.089864","08",ingresso,2025-09-29,1
"regione-friuli-venezia-giulia","r_friuve","https://www.dati.friuliveneziagiulia.it/","2024-03-08T21:37:37.431495","06",ingresso,2025-09-29,1
"regione-lazio","r_lazio","http://dati.lazio.it/","2024-03-08T21:38:56.153323","12",ingresso,2025-09-29,1
"regione-liguria","r_liguri","http://dati.regione.liguria.it/","2024-03-08T21:43:29.290667","07",ingresso,2025-09-29,1
"regione-lombardia","r_lombar","https://dati.lombardia.it/","2024-03-08T21:40:37.206041","03",ingresso,2025-09-29,1
"regione-marche","r_marche","https://dati.regione.marche.it/","2024-03-08T21:42:05.252251","11",ingresso,2025-09-29,1
"regione-piemonte","r_piemon","https://dati.piemonte.it","2024-03-12T20:50:28.773830","01",ingresso,2025-09-29,1
"regione-puglia","r_puglia","https://dati.puglia.it","2024-03-08T18:00:19.729966","16",ingresso,2025-09-29,1
"regione-siciliana","r_sicili","https://dati.regione.sicilia.it/catalog.rdf","2024-03-08T21:47:08.275914","19",ingresso,2025-09-29,1
"regione-toscana","r_toscan","https://dati.toscana.it","2024-03-08T21:54:09.033196","09",ingresso,2025-09-29,1
"regione-umbria","r_umbria","https://dati.regione.umbria.it/","2024-03-08T21:45:55.598398","10",ingresso,2025-09-29,1
"regione-veneto","r_veneto","https://dati.veneto.it/","2024-03-08T21:44:49.126876","05",ingresso,2025-09-29,1
"roma-capitale","c_h501","https://dati.comune.roma.it/","2024-03-08T21:55:33.855295","12",ingresso,2025-09-29,1
"sebastien-catalog","XW88C90Q","https://www.cmcc.it/","2024-08-30T13:25:10.959364","",ingresso,2025-09-29,1
"unione-bassa-est-parmense","ubep_pr","","2025-02-07T09:12:21.222865","08",ingresso,2025-09-29,1
"unione-dei-comuni-del-coros","udcc_090","https://www.unionecoros.it/","2025-04-04T08:58:14.054919","20",ingresso,2025-09-29,1
"unione-dei-comuni-del-distretto-ceramico","c_i462a","https://www.opendata.maggioli.cloud/organization/unione-dei-comuni-del-distretto-ceramico","2025-06-19T13:11:40.727621","08",ingresso,2025-09-29,1
"unione-dei-comuni-del-trasimeno","udct","","2025-02-07T08:49:34.596408","10",ingresso,2025-09-29,1
"unione-dei-comuni-valdostani-evancon","ucve","https://www.cm-evancon.vda.it/it-it/home","2025-02-19T10:35:14.138484","02",ingresso,2025-09-29,1
"unione-dei-comuni-valdostani-grand-combin","ucgc","https://www.grandcombin.vda.it/","2025-02-18T16:15:15.796623","02",ingresso,2025-09-29,1
"unione-dei-comuni-valdostani-grand-paradis","cmgp_007","https://www.cm-grandparadis.vda.it/contatti/uffici/","2025-02-13T15:32:53.138240","02",ingresso,2025-09-29,1
"unione-dei-comuni-valdostani-mont-emilius","cm_monem","https://www.opendata.maggioli.cloud/organizzation/unione-dei-comuni-valdostani-mont-emilius","2025-02-17T09:14:01.511385","02",ingresso,2025-09-29,1
"unione-dei-comuni-valdostani-mont-rose","mr","https://www.cm-montrose.vda.it/it-it/home","2025-02-20T10:34:57.589950","02",ingresso,2025-09-29,1
"unione-dei-comuni-valdostani-monte-cervino","cm_monte76","https://www.cm-montecervino.vda.it/","2025-02-19T10:43:27.949071","02",ingresso,2025-09-29,1
"unione-dei-comuni-valdostani-valdigne-mont-blanc","udcvvmb","https://www.cm-valdigne.vda.it/it-it/home","2025-02-13T15:13:55.041859","02",ingresso,2025-09-29,1
"unione-dei-comuni-valdostani-walser","CMWAVL","https://www.cm-walser.vda.it/it-it/home","2025-03-07T15:54:25.043291","02",ingresso,2025-09-29,1
"unione-di-comuni-terre-di-vini-e-di-tartufi","uctvt","","2025-02-18T10:30:25.445531","01",ingresso,2025-09-29,1
"unione-italiana-delle-camere-di-commercio-industria-artigianato-e-agricoltura","UICCIAA","https://opengovernment.unioncamere.gov.it/","2024-12-09T19:18:02.155400","",ingresso,2025-09-29,1
"unione-montana-dei-monti-azzurri","umdma","https://www.unione.montiazzurri.it/","2025-04-11T14:30:06.695555","11",ingresso,2025-09-29,1
"unione-pedemontana-parmense","c_c852xf","https://www.unionepedemontana.pr.it","2024-11-05T11:43:08.495052","08",ingresso,2025-09-29,1
"universita-degli-studi-del-piemonte-orientale","uni_por","https://www.uniupo.it/it/open-data-upo","2025-05-13T09:20:37.513248","01",ingresso,2025-09-29,1
"universita-degli-studi-dell-aquila","udsa_","https://opendata.univaq.it","2024-11-11T11:50:37.803780","13",ingresso,2025-09-29,1
"universita-degli-studi-della-campania-l-vanvitelli","SEUNSTNA","https://www.unicampania.it/","2025-02-20T13:48:29.268109","15",ingresso,2025-09-29,1
"universita-degli-studi-di-camerino","USC","https://www.unicam.it/","2024-11-28T12:39:50.966058","",ingresso,2025-09-29,1
"universita-degli-studi-di-catania","uni_ct","https://www.unict.it","2024-10-10T09:51:04.365141","19",ingresso,2025-09-29,1
"universita-degli-studi-di-ferrara","uni_fe","https://www.unife.it/it","2024-11-29T14:05:22.877045","08",ingresso,2025-09-29,1
"universita-degli-studi-di-macerata","UNSTU_MC","https://www.unimc.it/it/amministrazionedigitale/open-data","2025-02-13T16:18:04.754265","11",ingresso,2025-09-29,1
"universita-degli-studi-di-messina","udsm_me","https://dati.unime.it","2025-02-13T16:00:24.359281","19",ingresso,2025-09-29,1
"universita-degli-studi-di-napoli-parthenope","uni_napa","https://www.uniparthenope.it/","2025-04-14T08:58:24.487897","15",ingresso,2025-09-29,1
"universita-degli-studi-di-teramo","unite","https://www.unite.it/UniTE/OpenData","2025-07-04T12:19:30.528697","13",ingresso,2025-09-29,1
"universita-degli-studi-di-udine","uni_udi","https://www.uniud.it","2024-11-21T13:05:18.778167","06",ingresso,2025-09-29,1
"universita-degli-studi-di-urbino-carlo-bo","USUCB","https://www.uniurb.it/opendata","2025-02-13T16:25:39.862187","11",ingresso,2025-09-29,1
"universita-della-basilicata","uni_ba","http://opendata.unibas.it/","2024-03-08T21:49:59.493611","17",ingresso,2025-09-29,0
"universita-della-calabria","unical","https://www.unical.it","2024-03-08T21:51:11.725431","18",ingresso,2025-09-29,1
"universita-di-bari","uni_ba","https://opendata.uniba.it/","2024-03-08T21:48:45.195677","16",ingresso,2025-09-29,1
"universita-di-bologna","uni_bo","https://dati.unibo.it/","2024-03-08T21:52:30.125101","08",ingresso,2025-09-29,1
"universita-di-torino","UNITO","https://www.unito.it/","2025-02-06T10:32:07.319605","01",ingresso,2025-09-29,1
"aci","aci","http://lod.aci.it/","2024-03-08T18:07:00.168891","",uscita,2025-09-25,1
"agcm","agcm_","https://www.agcm.it","2024-06-05T13:28:06.689464","",uscita,2025-09-25,1
"agenzia-di-tutela-della-salute-dell-insubria","atsin","https://www.ats-insubria.it","2025-02-06T10:46:27.761875","03",uscita,2025-09-25,1
"agenzia-di-tutela-della-salute-della-brianza","atsmb","https://www.ats-brianza.it/","2025-02-13T16:26:32.473301","03",uscita,2025-09-25,1
"agenzia-di-tutela-della-salute-della-val-padana","atsvp","https://www.ats-valpadana.it/web/guest/ufficio-relazioni-col-pubblico","2024-11-14T15:24:06.603076","03",uscita,2025-09-25,1
"agenzia-di-tutela-della-salute-di-bergamo","atsb","https://www.ats-bg.it","2025-03-17T10:08:57.085812","03",uscita,2025-09-25,1
"agenzia-di-tutela-della-salute-di-brescia","atsbs","https://www.ats-brescia.it","2025-05-05T09:04:03.721945","03",uscita,2025-09-25,1
"agenzia-di-tutela-della-salute-di-pavia","atspv","https://www.ats-pavia.it/open-data","2025-02-13T16:26:48.651604","03",uscita,2025-09-25,1
"agenzia-laore-sardegna","ls_ca","https://www.agenzialaore.it/","2024-12-04T19:33:26.317012","20",uscita,2025-09-25,1
"agenzia-nazionale-per-la-meteorologia-e-climatologia-italiameteo","8W0Q4VWZ","https://www.mistralportal.it","2025-06-30T15:56:13.821200","",uscita,2025-09-25,1
"agenzia-nazionale-per-la-sicurezza-delle-ferrovie-e-delle-infrastrutture-stradali-e-autostradali","ansfisa","https://www.ansfisa.gov.it/","2024-10-23T15:26:40.841328","",uscita,2025-09-25,1
"agenzia-per-l-italia-digitale","agid","https://agid.gov.it","2024-03-08T18:09:06.901358","",uscita,2025-09-25,1
"agenzia-regionale-per-il-lavoro-la-formazione-e-l-accreditamento","arlfa","https://www.alfaliguria.it/index.php/open-data","2025-05-07T08:32:09.067485","07",uscita,2025-09-25,1
"agenzia-regionale-per-la-protezione-dell-ambiente-della-campania","arlpa_","https://www.arpacampania.it/","2025-02-13T16:35:08.510738","15",uscita,2025-09-25,1
"agenzia-regionale-per-la-protezione-dell-ambiente-della-sardegna","arpas_ca","https://www.sardegnaambiente.it/arpas/","2025-04-11T15:13:54.286754","20",uscita,2025-09-25,1
"agenzia-veneta-per-i-pagamenti-avepa","AVEPA","https://www.avepa.it/","2024-12-05T14:26:20.386165","05",uscita,2025-09-25,1
"anac","cvtiap","https://dati.anticorruzione.it","2024-03-08T17:56:48.105840","",uscita,2025-09-25,1
"arsac-azienda-regionale-per-lo-sviluppo-dell-agricoltura-calabrese","arsac","https://arsac.calabria.it/","2024-12-04T19:25:34.119326","18",uscita,2025-09-25,1
"asbr-azienda-speciale-servizi-bassa-reggiana","assbre","https://asbr.it/","2024-11-19T16:04:12.589435","08",uscita,2025-09-25,1
"asp-ambito-9","_aspan","https://www.aspambitonove.it","2025-03-07T16:12:11.629737","",uscita,2025-09-25,1
"aspal-agenzia-sarda-per-le-politiche-attive-del-lavoro","aril_","https://www.aspalsardegna.it/","2024-09-11T14:37:28.218872","20",uscita,2025-09-25,1
"asst-centro-specialistico-ortopedico-traumatologico-gaetano-pini-cto","asstgp","","2025-02-07T15:12:20.270388","03",uscita,2025-09-25,1
"asst-fatebenefratelli-sacco","afs","","2025-02-07T15:15:27.319533","03",uscita,2025-09-25,1
"asst-ovest-milanese","asstom","","2025-04-16T15:39:24.108253","03",uscita,2025-09-25,1
"asst-spedali-civili-di-brescia","asstb","https://www.asst-spedalicivili.it/contenuto/contenuti--ecm/ufficio-relazioni-con-il-pubblico.ashx","2025-02-19T10:35:54.580960","03",uscita,2025-09-25,1
"ats-citta-metropolitana-di-milano","atsmetmi","https://www.ats-milano.it/","2024-11-04T12:38:56.597024","03",uscita,2025-09-25,1
"ats-della-montagna","atsm","https://www.ats-montagna.it/","2025-02-19T13:36:12.400099","03",uscita,2025-09-25,1
"autorita-d-ambito-n-1-verbano-cusio-ossola-e-pianura-novarese","adanv","","2025-02-07T09:14:10.452115","01",uscita,2025-09-25,1
"autorita-di-regolazione-dei-trasporti","art","https://www.autorita-trasporti.it","2025-03-11T11:20:25.155377","",uscita,2025-09-25,1
"autorita-idrica-toscana","ait_048","https://www.autoritaidrica.toscana.it","2024-10-17T12:27:39.926586","09",uscita,2025-09-25,1
"azienda-consorziale-trasporti","actre","https://www.actre.it","2024-11-20T14:48:58.237141","08",uscita,2025-09-25,1
"azienda-ospedaliera-di-rilievo-nazionale-antonio-cardarelli","aorn_063","https://www.ospedalecardarelli.it","2025-02-13T16:36:46.893571","",uscita,2025-09-25,1
"azienda-regionale-per-il-diritto-allo-studio-universitario-di-venezia","arid_027","","2025-02-07T09:06:35.439896","",uscita,2025-09-25,1
"azienda-sanitaria-locale-n-4-di-teramo","a4_te","https://www.aslteramo.it","2025-08-27T08:11:02.251255","13",uscita,2025-09-25,1
"azienda-sanitaria-locale-vco","asl14_vco","https://www.aslvco.it","2024-11-26T10:50:36.033390","01",uscita,2025-09-25,1
"azienda-sanitaria-regione-molise","a_cb","https://asrem.molise.it","2025-07-15T08:22:06.670746","14",uscita,2025-09-25,1
"azienda-servizi-comunali-alla-persona","F3BP8FZZ","https://sercop.it","2025-04-14T12:36:15.932186","",uscita,2025-09-25,1
"azienda-socio-sanitaria-territoriale-della-brianza","asstv","https://www.asst-brianza.it/","2025-02-17T15:51:03.604260","03",uscita,2025-09-25,1
"azienda-socio-sanitaria-territoriale-della-valle-olona","asstvo","https://www.asst-valleolona.it/","2025-08-27T09:00:16.128452","03",uscita,2025-09-25,1
"azienda-socio-sanitaria-territoriale-di-lecco","asstl","https://www.asst-lecco.it/","2025-02-24T14:11:29.637397","03",uscita,2025-09-25,1
"azienda-socio-sanitaria-territoriale-lariana","asstla","https://www.asst-lariana.it/v2/","2024-11-14T13:32:55.022206","03",uscita,2025-09-25,1
"azienda-socio-sanitaria-territoriale-nord-milano","asstnm","https://www.asst-nordmilano.it/","2025-02-18T15:58:49.682074","03",uscita,2025-09-25,1
"boxxapps","04155080270","https://opendata2.boxxapps.com/","2024-03-08T18:12:46.044727","",uscita,2025-09-25,1
"brescia-mobilita-spa","bmspa","https://www.bresciamobilita.it","2024-11-27T11:47:56.821882","03",uscita,2025-09-25,1
"camera-di-commercio-delle-marche","cciaan","http://opendata.marche.camcom.it/","2024-03-08T18:15:05.531714","11",uscita,2025-09-25,1
"camera-di-commercio-industria-artigianato-e-agricoltura-di-roma","cciaa_rm","https://www.rm.camcom.it/","2024-11-07T10:06:41.673226","12",uscita,2025-09-25,1
"catalogo-test","agid","http://www.dati.gov.it","2024-10-22T09:50:45.909964","",uscita,2025-09-25,1
"citta-metropolitana-di-catania","cmct","https://www.opendata.maggioli.cloud/organization/citta-metropolitana-di-catania","2024-10-21T14:33:06.320958","19",uscita,2025-09-25,1
"citta-metropolitana-di-genova","cmge","https://www.cittametropolitana.genova.it/","2025-02-24T14:58:55.822626","07",uscita,2025-09-25,1
"citta-metropolitana-di-napoli","cmna","https://dati.cittametropolitana.na.it/","2024-03-08T18:18:11.519257","15",uscita,2025-09-25,1
"cnit-consorzio-nazionale-interuniversitario-per-le-telecomunicazioni","cnit","https://www.cnit.it/","2024-10-21T13:42:00.409707","",uscita,2025-09-25,1
"commissione-di-vigilanza-sui-fondi-pensione","cvfp","","2025-02-10T15:06:58.100679","",uscita,2025-09-25,1
"comune-di-alba-adriatica","c_a125","https://www.comune.alba-adriatica.te.it","2025-04-14T12:01:59.480180","13",uscita,2025-09-25,1
"comune-di-alessandria","c_a182","https://www.comune.alessandria.it","2025-03-17T13:40:38.794427","01",uscita,2025-09-25,1
"comune-di-altamura","c_a225","https://www.opendata.maggioli.cloud/organization/comune-di-altamura","2025-04-01T09:04:18.107021","16",uscita,2025-09-25,1
"comune-di-andora","c_a278","https://www.comune.andora.sv.it","2025-04-11T09:46:18.409525","07",uscita,2025-09-25,1
"comune-di-arenzano","c_a388","https://www.comune.arenzano.ge.it","2025-09-19T07:19:02.331624","07",uscita,2025-09-25,1
"comune-di-arese","c_a389","https://www.opendata.maggioli.cloud/organizzation/comune-di-arese","2025-07-31T15:59:38.037371","03",uscita,2025-09-25,1
"comune-di-assisi","c_a475","https://www.comune.assisi.pg.it/contatti/","2025-03-04T10:09:07.040681","10",uscita,2025-09-25,1
"comune-di-barcellona-pozzo-di-gotto","c_a638","","2025-02-07T15:19:52.959015","19",uscita,2025-09-25,1
"comune-di-bari","c_a662","https://opendata.comune.bari.it/","2024-03-08T18:20:12.070830","16",uscita,2025-09-25,1
"comune-di-baronissi","c_a674","https://www.opendata.maggioli.cloud/organization/comune-di-baronissi","2025-05-23T11:18:08.375374","15",uscita,2025-09-25,1
"comune-di-beinasco","c_a734","https://comune.beinasco.to.it/","2024-10-28T10:33:16.569782","01",uscita,2025-09-25,1
"comune-di-benevento","c_a783","","2025-02-07T15:05:41.669280","15",uscita,2025-09-25,1
"comune-di-besana-in-brianza","c_a818","https://www.opendata.maggioli.cloud/organizzation/comune-di-besana-in-brianza","2025-02-19T10:19:30.000370","03",uscita,2025-09-25,1
"comune-di-biassono","c_f712","https://www.opendata.maggioli.cloud/organization/comune-di-biassono","2025-04-07T10:38:28.480560","03",uscita,2025-09-25,1
"comune-di-bisignano","c_a887","https://www.comune.bisignano.cs.it","2025-04-14T10:24:26.641817","18",uscita,2025-09-25,1
"comune-di-bitetto","c_a892","https://www.comune.bitetto.ba.it/","2025-02-06T10:41:01.801186","16",uscita,2025-09-25,1
"comune-di-bitritto","c_a894","https://comune.bitritto.ba.it/","2025-04-11T14:37:42.370883","16",uscita,2025-09-25,1
"comune-di-bologna","c_a944","http://opendata.comune.bologna.it","2024-03-08T18:16:37.011539","08",uscita,2025-09-25,1
"comune-di-boscotrecase","c_b077","https://comune.boscotrecase.na.it","2025-04-11T14:04:28.041027","15",uscita,2025-09-25,1
"comune-di-bussolengo","c_b296","https://www.opendata.maggioli.cloud/organizzation/comune-di-bussolengo","2025-02-18T17:27:28.457145","05",uscita,2025-09-25,1
"comune-di-campobasso","c_b519","https://www.comune.campobasso.it","2025-04-14T08:16:26.013731","14",uscita,2025-09-25,1
"comune-di-carovigno","c_b809","https://www.opendata.maggioli.cloud/organization/comune-di-carovigno","2024-11-14T15:09:34.834499","16",uscita,2025-09-25,1
"comune-di-carugate","c_b850","","2025-02-10T11:14:17.193980","03",uscita,2025-09-25,1
"comune-di-casavatore","c_b946","","2025-02-07T15:11:18.933115","15",uscita,2025-09-25,1
"comune-di-caselle-torinese","c_b960","https://www.opendata.maggioli.cloud/organizzation/comune-di-caselle-torinese","2024-11-21T11:04:33.388135","01",uscita,2025-09-25,1
"comune-di-casoli","c_b985","https://comune.casoli.ch.it/","2025-04-11T15:36:21.790192","13",uscita,2025-09-25,1
"comune-di-cassano-allo-ionio","c_c002","https://www.comune.cassanoalloionio.cs.it","2025-07-23T13:21:02.037009","18",uscita,2025-09-25,1
"comune-di-cassina-de-pecchi","c_c014","https://www.opendata.maggioli.cloud/organizzation/comune-di-cassina-de-pecchi","2025-02-18T16:53:55.717713","03",uscita,2025-09-25,1
"comune-di-castel-mella","c_c208","https://www.comune.castelmella.bs.it","2025-03-05T10:50:39.383395","03",uscita,2025-09-25,1
"comune-di-castel-san-giovanni","c_c261","https://www.comune.castelsangiovanni.pc.it/it","2025-04-11T15:08:00.947762","08",uscita,2025-09-25,1
"comune-di-castellana-grotte","c_c134","","2025-02-07T10:27:47.965963","",uscita,2025-09-25,1
"comune-di-castenaso","c_c292","","2025-02-07T15:18:22.788322","08",uscita,2025-09-25,1
"comune-di-castiglione-del-lago","c_c309","https://comune.castiglione-del-lago.pg.it/it","2025-02-07T10:26:39.213500","10",uscita,2025-09-25,1
"comune-di-castiglione-delle-stiviere","c_c312","https://www.opendata.maggioli.cloud/organization/comune-di-castiglione-delle-stiviere","2024-11-11T15:57:38.207466","03",uscita,2025-09-25,1
"comune-di-cellole","c_m262","https://www.comunedicellole.it/it","2025-04-14T10:53:36.828607","15",uscita,2025-09-25,1
"comune-di-cerreto-guidi","c_c529","https://www.comune.cerreto-guidi.fi.it/it/help","2025-02-19T13:45:06.497890","09",uscita,2025-09-25,1
"comune-di-chiavari","c_c621","https://www.opendata.maggioli.cloud/organization/comune-di-chiavari","2024-08-07T12:31:28.769023","07",uscita,2025-09-25,1
"comune-di-cingoli","c_c704","https://www.comune.cingoli.mc.it/","2025-04-14T12:07:28.134902","11",uscita,2025-09-25,1
"comune-di-civitavecchia","c_c773","https://www.comune.civitavecchia.rm.it/","2025-03-14T09:23:02.989205","12",uscita,2025-09-25,1
"comune-di-collesalvetti","c_c869","https://comunecollesalvetti.iswebcloud.it/","2025-07-04T09:05:57.298066","09",uscita,2025-09-25,1
"comune-di-cologno-monzese","c_c895","https://www.opendata.maggioli.cloud/organization/comune-di-cologno-monzese","2024-11-13T11:45:17.097340","03",uscita,2025-09-25,1
"comune-di-corciano","c_c990","https://trasparenza.comune.corciano.pg.it/pagina771_accessibilit-e-catalogo-dei-dati-metadati-e-banche-dati.html#opendata","2025-02-13T16:19:21.252888","10",uscita,2025-09-25,1
"comune-di-corigliano-rossano","c_m403","https://www.comunecoriglianorossano.eu/","2024-11-28T16:20:08.307335","18",uscita,2025-09-25,1
"comune-di-desenzano-del-garda","c_d284","https://www.opendata.maggioli.cloud/organization/comune-di-desenzano-del-garda","2024-11-13T09:20:51.897034","03",uscita,2025-09-25,1
"comune-di-domodossola","c_d332","https://comune.domodossola.vb.it/","2025-02-13T16:28:00.794424","01",uscita,2025-09-25,1
"comune-di-fiorano-modenese","c_d607","https://www.opendata.maggioli.cloud/organization/comune-di-fiorano-modenese","2025-06-19T12:54:51.981234","08",uscita,2025-09-25,1
"comune-di-flero","C_D634","https://opendata.comune.flero.bs.it/it","2024-09-06T13:59:00.932559","08",uscita,2025-09-25,1
"comune-di-fonte-nuova","c_m309","https://www.fonte-nuova.it/","2025-02-13T16:22:49.293970","12",uscita,2025-09-25,1
"comune-di-formigine","c_d711","https://www.opendata.maggioli.cloud/organization/comune-di-formigine","2025-06-19T12:57:49.299281","08",uscita,2025-09-25,1
"comune-di-frassinoro","c_d783","https://www.opendata.maggioli.cloud/organization/comune-di-frassinoro","2025-06-19T13:01:48.188864","08",uscita,2025-09-25,1
"comune-di-frattamaggiore","c_d789","https://www.opendata.maggioli.cloud/organization/comune-di-frattamaggiore","2025-09-12T10:51:49.226218","15",uscita,2025-09-25,1
"comune-di-gaggiano","c_d845","https://opendata.comune.gaggiano.mi.it/it","2025-02-13T16:34:19.519687","03",uscita,2025-09-25,1
"comune-di-garbagnate-milanese","c_d912","https://www.opendata.maggioli.cloud/organizzation/comune-di-garbagnate-milanese","2025-02-13T16:24:12.167600","03",uscita,2025-09-25,1
"comune-di-genova","c_d969","https://dati.comune.genova.it","2024-03-08T22:00:51.660303","07",uscita,2025-09-25,1
"comune-di-gildone","c_e030","https://www.comune.gildone.cb.it/","2025-02-07T15:18:26.164181","14",uscita,2025-09-25,1
"comune-di-giovinazzo","c_e047","https://www.comune.giovinazzo.ba.it","2025-03-07T15:29:16.641505","16",uscita,2025-09-25,1
"comune-di-gravina-di-catania","c_e156","","2025-02-11T10:15:38.000771","19",uscita,2025-09-25,1
"comune-di-grezzana","c_e171","https://www.opendata.maggioli.cloud/organization/comune-di-grezzana","2025-03-17T15:59:19.907584","05",uscita,2025-09-25,1
"comune-di-grottammare","c_e207","https://www.comune.grottammare.ap.it/","2025-04-14T07:59:19.027568","11",uscita,2025-09-25,1
"comune-di-guidonia-montecelio","c_e263","https://comune.guidoniamontecelio.rm.it/","2025-04-29T07:47:45.384138","12",uscita,2025-09-25,1
"comune-di-ivrea","c_e379","https://www.opendata.maggioli.cloud/organization/comune-di-ivrea","2025-05-28T06:45:18.401677","01",uscita,2025-09-25,1
"comune-di-la-spezia","c_e463","https://www.istanze.spezianet.it/opendata","2025-06-27T12:53:00.156331","07",uscita,2025-09-25,1
"comune-di-laterza","c_e469","https://www.comune.laterza.ta.it/","2025-04-11T13:19:41.241055","16",uscita,2025-09-25,1
"comune-di-latina","c_e472","https://www.comune.latina.it","2025-07-23T12:39:34.471627","12",uscita,2025-09-25,1
"comune-di-lentini","c_e532","https://www.comune.lentini.sr.it/","2025-07-09T15:09:24.342703","19",uscita,2025-09-25,1
"comune-di-lonate-pozzolo","c_e666","https://www.comune.lonatepozzolo.va.it/","2025-04-14T09:09:22.152544","03",uscita,2025-09-25,1
"comune-di-lonato-del-garda","c_e667","https://www.opendata.maggioli.cloud/organizzation/comune-di-lonato-del-garda","2025-03-03T15:21:50.583516","03",uscita,2025-09-25,1
"comune-di-luino","c_e734","https://www.opendata.maggioli.cloud/organization/comune-di-luino","2025-04-08T09:54:55.453858","03",uscita,2025-09-25,1
"comune-di-luzzi","c_e773","https://www.comune.luzzi.cs.it/it","2025-06-19T07:40:57.495112","18",uscita,2025-09-25,1
"comune-di-magenta","c_e801","https://www.opendata.maggioli.cloud/organizzation/comune-di-magenta","2025-02-18T16:31:20.938769","03",uscita,2025-09-25,1
"comune-di-magione","c_e805","https://www.comune.magione.pg.it/hh/index.php","2025-02-06T10:35:46.615879","10",uscita,2025-09-25,1
"comune-di-mandello-del-lario","c_e879","https://www.comune.mandello.lc.it/it-it/home","2025-04-14T10:43:04.033479","03",uscita,2025-09-25,1
"comune-di-maranello","c_e904","https://www.opendata.maggioli.cloud/organization/comune-di-maranello","2025-06-19T13:05:02.529424","08",uscita,2025-09-25,1
"comune-di-mariano-comense","c_e951","https://www.opendata.maggioli.cloud/organizzation/comune-di-mariano-comense","2025-02-13T16:33:18.330352","03",uscita,2025-09-25,1
"comune-di-marigliano","c_e955","https://www.opendata.maggioli.cloud/organization/comune-di-marigliano","2025-06-16T13:35:21.116471","15",uscita,2025-09-25,1
"comune-di-massa","c_f023","https://www.comune.massa.ms.it/opendata/","2024-10-18T10:25:41.591456","09",uscita,2025-09-25,1
"comune-di-matera","c_f052","http://dati.comune.matera.it","2024-03-08T18:23:42.911278","17",uscita,2025-09-25,1
"comune-di-mediglia","c_f084","https://www.comune.mediglia.mi.it","2024-10-07T14:48:27.505874","03",uscita,2025-09-25,1
"comune-di-melzo","c_f119","https://www.opendata.maggioli.cloud/organization/comune-di-melzo","2025-06-27T12:56:46.621139","08",uscita,2025-09-25,1
"comune-di-mentana","c_f127","https://www.opendata.maggioli.cloud/organizzation/comune-di-mentana","2025-05-27T13:40:52.936853","12",uscita,2025-09-25,1
"comune-di-messina","c_f158","http://opendata.comune.messina.it","2024-03-08T18:42:49.037775","19",uscita,2025-09-25,1
"comune-di-meta","c_f162","https://www.comune.meta.na.it/","2025-04-11T15:25:55.463465","15",uscita,2025-09-25,1
"comune-di-milano","c_f205","https://dati.comune.milano.it/","2024-03-08T18:26:48.166678","03",uscita,2025-09-25,1
"comune-di-milazzo","c_f206","https://opendata.comune.milazzo.me.it/it/","2024-09-23T09:52:06.942638","19",uscita,2025-09-25,1
"comune-di-militello-in-val-di-catania","c_f209","https://comune.militello.ct.it/","2025-04-14T12:26:03.595916","19",uscita,2025-09-25,1
"comune-di-mogliano-veneto","c_f269","https://www.opendata.maggioli.cloud/organizzation/comune-di-mogliano-veneto","2025-02-17T09:11:42.407328","05",uscita,2025-09-25,1
"comune-di-mola-di-bari","c_f280","https://www.comune.moladibari.ba.it","2024-11-25T10:29:46.360740","16",uscita,2025-09-25,1
"comune-di-molinella","c_f288","","2025-02-07T10:23:12.200065","08",uscita,2025-09-25,1
"comune-di-montale","c_f410","","2025-02-19T10:18:55.581624","09",uscita,2025-09-25,1
"comune-di-montefiorino","c_f503","https://www.opendata.maggioli.cloud/organization/comune-di-montefiorino","2025-06-19T13:08:54.489523","08",uscita,2025-09-25,1
"comune-di-monterotondo","c_f611","https://www.comune.monterotondo.rm.it/","2025-07-15T08:51:22.110226","12",uscita,2025-09-25,1
"comune-di-morbegno","c_f712","https://www.opendata.maggioli.cloud/organization/comune-di-morbegno","2025-04-07T09:29:05.973342","03",uscita,2025-09-25,1
